id,size,annualized,prop_dt,prop_large,prop_retail,prop_insider,share
000767,1.70,7.69%,2017-06-30,22.98%,77.02%,0.01%,2.13
000768,10.10,-1.31%,2017-06-30,97.83%,2.17%,0.01%,10.43
000770,10.10,1.45%,2017-06-30,99.83%,0.17%,0.01%,10.22
000771,229.27,3.93%,2017-06-30,93.85%,6.15%,0.04%,129.79
000772,0.85,5.93%,2017-06-30,0.35%,99.65%,0.58%,0.80
000773,23.85,3.83%,2017-06-30,13.68%,86.32%,0.01%,19.63
000778,12.77,-2.18%,2017-06-30,84.47%,15.53%,0.00%,8.80
000779,57.50,3.93%,2017-06-30,0.32%,99.68%,0.00%,64.15
000780,13.25,-8.57%,2017-06-30,0.09%,99.91%,0.01%,12.97
000781,0.59,2.74%,2017-06-30,49.17%,50.83%,0.00%,2.28
000782,0.06,2.46%,2017-06-30,---,100.00%,0.01%,0.16
000783,0.00,0.92%,2017-06-30,---,100.00%,1.86%,0.03
000784,0.00,1.88%,2017-06-30,---,100.00%,0.00%,0.42
000785,0.08,3.90%,2017-06-30,17.75%,82.24%,5.36%,0.08
000786,15.00,4.06%,2017-06-30,99.36%,0.63%,0.00%,4.78
000787,13.65,3.84%,2017-06-30,1.34%,98.66%,1.22%,3.72
000788,0.32,-20.25%,2017-06-30,0.28%,99.72%,1.56%,0.38
000789,21.22,4.11%,2017-06-30,1.96%,98.04%,0.00%,17.91
000790,2.28,4.36%,2017-06-30,89.13%,10.87%,0.00%,3.44
000791,4.45,4.29%,2017-06-30,0.02%,99.98%,0.01%,17.55
000792,5.02,--,-,-,-,-,-
000793,10.48,-4.96%,2017-06-30,9.85%,90.15%,0.05%,11.67
000794,0.65,-19.51%,2017-06-30,0.00%,100.00%,0.05%,0.65
000796,1.71,-20.14%,2017-06-30,17.21%,82.79%,0.01%,2.30
000797,84.27,4.14%,2017-06-30,25.65%,74.35%,0.00%,117.41
000798,36.32,--,-,-,-,-,-
000799,18.01,--,-,-,-,-,-
000800,16.06,-43.05%,2017-06-30,20.12%,79.88%,0.97%,17.94
000801,0.79,3.09%,2017-06-30,89.86%,10.14%,0.00%,1.56
000802,0.43,2.67%,2017-06-30,94.52%,5.48%,0.00%,0.88
000803,0.91,4.01%,2017-06-30,26.99%,73.01%,1.26%,0.57
000804,9.78,2.74%,2017-06-30,1.94%,98.06%,0.00%,11.48
000805,7.24,-10.32%,2017-06-30,2.91%,97.09%,0.02%,6.40
000808,18.98,4.23%,2017-06-30,---,100.00%,0.01%,23.07
000809,17.99,4.23%,2017-06-30,19.08%,80.92%,0.17%,11.62
000810,3.67,4.96%,2017-06-30,80.19%,19.81%,0.00%,1.86
000812,0.19,4.32%,2017-06-30,83.14%,16.86%,0.00%,1.00
000813,7.00,1.73%,2017-06-30,98.01%,1.99%,0.00%,7.24
000815,7.00,-0.36%,2017-06-30,100.00%,0.00%,0.00%,2.99
000816,34.46,3.95%,2017-06-30,93.84%,6.16%,0.00%,29.02
000817,49.43,2.82%,2017-06-30,98.92%,1.08%,0.00%,49.15
000818,0.01,4.03%,2017-06-30,0.11%,99.89%,0.00%,0.01
000822,0.27,6.17%,2017-06-30,25.35%,74.65%,0.22%,0.23
000823,3.42,8.32%,2017-06-30,0.13%,99.87%,0.03%,4.17
000824,23.77,24.79%,2017-06-30,32.54%,67.46%,0.05%,13.40
000825,1.77,23.34%,2017-06-30,67.93%,32.07%,2.55%,1.51
000826,3.00,-3.79%,2017-06-30,0.41%,99.59%,0.01%,3.71
000827,5.14,-3.80%,2017-06-30,0.00%,100.00%,0.82%,6.75
000828,0.92,2.12%,2017-06-30,0.27%,99.73%,0.00%,1.17
000829,0.16,--,2017-06-30,0.00%,100.00%,0.45%,0.02
000830,213.59,--,2017-06-30,100.00%,0.00%,0.00%,107.34
000831,36.84,10.30%,2017-06-30,13.36%,86.64%,0.02%,30.06
000832,6.58,3.81%,2017-06-30,2.75%,97.25%,0.00%,5.80
000833,0.74,--,-,-,-,-,-
000834,2.28,12.48%,2017-06-30,8.49%,91.51%,0.06%,1.49
000835,2.62,31.46%,2017-06-30,0.13%,99.87%,0.35%,0.67
000836,196.26,4.52%,2017-06-30,99.55%,0.45%,0.10%,184.61
000837,7.46,4.52%,2017-06-30,0.00%,100.00%,0.01%,3.37
000839,0.22,1.40%,2017-06-30,---,100.00%,0.00%,0.25
000840,0.04,1.20%,2017-06-30,---,100.00%,0.00%,0.06
000841,1.18,1.83%,2017-06-30,71.81%,28.19%,0.00%,1.16
000843,0.03,1.29%,2017-06-30,---,100.00%,0.26%,0.04
000844,2.62,12.64%,2017-06-30,3.38%,96.62%,0.50%,2.70
000845,1.76,3.02%,2017-06-30,42.23%,57.77%,0.07%,2.39
000846,126.41,4.16%,2017-06-30,99.52%,0.48%,0.00%,148.56
000847,2.15,3.91%,2017-06-30,12.90%,87.10%,0.28%,5.07
000848,1044.83,4.10%,2017-06-30,5.10%,94.90%,0.11%,647.14
000849,79.40,12.55%,2017-06-30,82.62%,17.38%,0.02%,40.08
000850,4.74,12.25%,2017-06-30,57.05%,42.95%,0.32%,3.60
000854,4.52,38.10%,2017-06-30,22.47%,77.53%,0.05%,2.24
000855,0.03,3.66%,2017-06-30,0.17%,99.83%,22.22%,0.02
000856,2.00,3.91%,2017-06-30,100.00%,---,0.00%,2.04
000857,1.88,3.82%,2017-06-30,0.00%,100.00%,1.27%,1.22
000859,0.01,3.87%,2017-06-30,---,100.00%,0.08%,0.01
000860,221.69,4.33%,2017-06-30,100.00%,0.00%,0.00%,116.26
000861,1.67,3.93%,2017-06-30,75.46%,24.54%,0.00%,0.29
000862,0.11,3.67%,2017-06-30,---,100.00%,0.00%,0.05
000863,0.13,3.09%,2017-06-30,---,100.00%,0.00%,0.16
000865,0.39,3.60%,2017-06-30,57.18%,42.82%,0.00%,0.32
000866,5.21,-9.83%,2017-06-30,5.71%,94.29%,0.04%,5.74
000867,2.50,23.42%,2017-06-30,18.81%,81.19%,0.00%,3.08
000868,4.34,4.06%,2017-06-30,73.73%,26.27%,2.08%,3.18
000869,123.14,4.09%,2017-06-30,0.00%,100.00%,0.00%,87.07
000870,16.76,8.51%,2017-06-30,51.64%,48.36%,0.02%,19.36
000871,0.45,4.01%,2017-06-30,38.34%,61.66%,0.01%,0.50
000872,17.87,4.26%,2017-06-30,93.59%,6.41%,0.00%,29.57
000873,0.22,--,2017-06-30,0.00%,99.90%,0.50%,0.03
000874,62.26,--,2017-06-30,99.79%,0.00%,0.00%,50.22
000875,0.69,3.94%,2017-06-30,0.16%,99.84%,0.00%,0.71
000876,0.38,3.45%,2017-06-30,0.00%,100.00%,0.00%,0.44
000877,10.63,16.50%,2017-06-30,50.75%,49.25%,0.51%,5.66
000878,5.50,25.89%,2017-06-30,25.50%,74.50%,0.01%,3.61
000879,1.22,24.98%,2017-06-30,---,100.00%,0.00%,0.67
000880,12.50,13.05%,2017-06-30,4.30%,95.70%,0.27%,10.31
000882,3.06,4.10%,2017-06-30,26.46%,73.54%,2.39%,2.26
000883,54.83,4.35%,2017-06-30,98.30%,1.70%,1.03%,24.48
000884,2.72,20.06%,2017-06-30,0.56%,99.44%,0.00%,2.54
000885,0.60,8.04%,2017-06-30,45.76%,54.24%,0.00%,0.61
000887,0.56,3.82%,2017-06-30,---,100.00%,0.00%,1.00
000889,4.57,2.10%,2017-06-30,98.23%,1.77%,0.00%,13.04
000890,0.04,1.60%,2017-06-30,---,100.00%,0.00%,0.05
000891,2.72,4.07%,2017-06-30,0.00%,100.00%,0.18%,3.85
000892,0.03,16.03%,2017-06-30,0.00%,100.00%,2.05%,0.06
000893,9.86,-12.95%,2017-06-30,4.59%,95.41%,0.01%,16.65
000894,4.18,2.36%,2017-06-30,1.39%,98.61%,0.01%,7.28
000895,310.43,4.17%,2017-06-30,1.16%,98.84%,0.09%,163.97
000896,1.08,1.20%,2017-06-30,82.09%,17.91%,0.00%,1.07
000897,0.08,0.80%,2017-06-30,0.00%,100.00%,0.42%,0.16
000898,0.06,3.56%,2017-06-30,0.00%,100.00%,0.00%,0.07
000899,0.06,3.04%,2017-06-30,85.99%,14.01%,0.00%,0.23
000901,1.87,3.96%,2017-06-30,1.86%,98.14%,0.13%,1.94
000902,2.53,4.21%,2017-06-30,84.70%,15.30%,0.00%,0.69
000903,70.48,4.20%,2017-06-30,0.70%,99.30%,0.21%,7.18
000904,4.06,9.26%,2017-06-30,1.92%,98.08%,1.00%,5.28
000905,246.57,4.37%,2017-06-30,46.59%,53.41%,0.47%,132.77
000906,15.23,27.05%,2017-06-30,67.83%,32.17%,0.10%,10.74
000907,469.60,3.78%,2017-06-30,0.38%,99.62%,0.01%,192.02
000908,200.88,4.03%,2017-06-30,75.00%,25.00%,0.00%,68.01
000910,0.00,1.39%,2017-06-30,0.00%,100.00%,7.86%,0.00
000911,3.00,1.60%,2017-06-30,99.98%,0.02%,0.01%,0.70
000912,5.93,3.92%,2017-06-30,76.53%,23.47%,0.33%,4.41
000913,13.29,-9.45%,2017-06-30,0.52%,99.48%,0.00%,14.74
000914,5.24,4.60%,2017-06-30,96.18%,3.82%,0.02%,6.68
000916,6.69,9.90%,2017-06-30,83.92%,16.08%,0.01%,19.64
000917,399.66,4.27%,2017-06-30,97.94%,2.06%,0.11%,249.79
000920,207.57,4.13%,2017-06-30,0.00%,100.00%,0.00%,84.47
000921,0.09,4.21%,2017-06-30,1.51%,98.49%,0.00%,0.09
000922,0.24,4.27%,2017-06-30,0.53%,99.47%,0.01%,0.27
000923,59.47,4.32%,2017-06-30,83.74%,16.26%,0.17%,19.13
000924,5.90,-8.36%,2017-06-30,1.87%,98.13%,0.00%,6.10
000925,38.39,8.80%,2017-06-30,0.13%,99.87%,0.00%,33.75
000926,0.33,-17.66%,2017-06-30,4.00%,96.00%,3.47%,0.39
000927,2.76,15.56%,2017-06-30,23.93%,76.07%,0.09%,2.71
000928,1.27,8.69%,2017-06-30,13.56%,86.44%,0.31%,1.43
000929,0.97,-0.79%,2017-06-30,0.07%,99.93%,1.89%,0.19
000930,66.77,-1.52%,2017-06-30,---,100.00%,0.00%,17.55
000931,1.27,1.22%,2017-06-30,71.71%,28.29%,0.05%,2.01
000932,0.03,2.35%,2017-06-30,31.77%,68.23%,0.00%,0.04
000933,0.60,1.69%,2017-06-30,6.08%,93.92%,0.00%,0.41
000934,2.66,23.58%,2017-06-30,9.86%,90.14%,0.35%,1.07
000935,1.45,0.56%,2017-06-30,4.90%,95.10%,1.19%,2.25
000936,4.28,22.39%,2017-06-30,17.21%,82.79%,0.37%,3.04
000937,0.27,-3.01%,2017-06-30,49.45%,50.55%,0.00%,0.81
000938,0.18,-3.32%,2017-06-30,0.41%,99.59%,0.00%,0.19
000939,2.69,-7.87%,2017-06-30,0.39%,99.61%,0.00%,4.54
000940,8.19,17.93%,2017-06-30,22.75%,77.25%,0.01%,7.92
000942,2.13,-7.99%,2017-06-30,35.51%,64.49%,0.04%,2.28
000943,7.82,1.30%,2017-06-30,79.37%,20.63%,0.01%,8.77
000944,0.46,0.80%,2017-06-30,4.61%,95.39%,0.00%,1.10
000945,24.09,1.03%,2017-06-30,7.19%,92.81%,0.20%,19.75
000946,4.96,0.45%,2017-06-30,0.96%,99.04%,0.24%,4.17
000948,14.96,15.27%,2017-06-30,70.73%,29.27%,0.20%,14.65
000950,9.13,11.01%,2017-06-30,46.63%,53.37%,0.59%,18.88
000951,1.72,--,2017-06-30,---,100.00%,22.28%,0.01
000952,76.52,--,2017-06-30,100.00%,---,0.00%,20.22
000953,0.67,18.63%,2017-06-30,92.86%,7.14%,0.00%,0.69
000954,1.73,18.29%,2017-06-30,88.31%,11.69%,0.00%,2.04
000955,14.73,-4.47%,2017-06-30,5.91%,94.09%,0.03%,17.24
000958,0.36,2.83%,2017-06-30,98.93%,1.07%,0.03%,0.35
000959,0.14,2.43%,2017-06-30,88.31%,11.69%,0.37%,0.15
000960,7.11,3.50%,2017-06-30,0.66%,99.34%,0.02%,8.32
000961,11.31,14.88%,2017-06-30,2.75%,97.25%,0.23%,6.98
000962,5.69,-8.42%,2017-06-30,1.47%,98.53%,0.44%,6.87
000963,4.66,-9.43%,2017-06-30,12.15%,87.85%,0.54%,4.60
000965,2.89,-1.99%,2017-06-30,0.13%,99.87%,0.00%,3.52
000966,2.30,1.92%,2017-06-30,0.68%,99.32%,0.18%,2.87
000967,1.69,24.61%,2017-06-30,3.67%,96.33%,0.76%,1.32
000968,3.94,5.03%,2017-06-30,12.16%,87.84%,0.00%,3.29
000969,4.90,-11.50%,2017-06-30,26.76%,73.24%,0.00%,4.56
000970,15.05,38.30%,2017-06-30,1.47%,98.53%,0.21%,6.72
000971,4.04,-21.96%,2017-06-30,27.62%,72.38%,0.56%,5.64
000972,3.51,5.08%,2017-06-30,80.18%,19.82%,0.00%,3.72
000973,23.27,7.40%,2017-06-30,99.94%,0.06%,0.00%,18.66
000974,26.23,27.79%,2017-06-30,57.99%,42.01%,0.33%,7.49
000975,1.32,9.70%,2017-06-30,---,100.00%,0.15%,1.13
000976,1.06,4.99%,2017-06-30,---,100.00%,0.00%,0.46
000977,6.87,2.41%,2017-06-30,49.90%,50.10%,0.05%,20.98
000978,28.52,3.10%,2017-06-30,27.70%,72.30%,0.01%,10.04
000979,39.65,15.47%,2017-06-30,13.81%,86.19%,0.00%,57.48
000980,88.05,3.81%,2017-06-30,99.92%,0.08%,0.00%,138.54
000981,0.32,3.87%,2017-06-30,65.40%,34.60%,8.27%,0.13
000982,8.73,4.12%,2017-06-30,100.00%,---,0.00%,7.90
000984,0.14,-2.30%,2017-06-30,0.00%,100.00%,0.02%,0.21
000985,16.62,5.98%,2017-06-30,2.22%,97.78%,0.02%,16.86
000986,16.06,10.66%,2017-06-30,99.82%,0.18%,0.07%,22.90
000987,0.29,-2.41%,2017-06-30,0.00%,100.00%,0.21%,0.29
000988,23.13,27.00%,2017-06-30,7.83%,92.17%,0.13%,15.42
000989,8.01,38.32%,2017-06-30,---,100.00%,0.02%,0.84
000990,8.01,38.32%,2017-06-30,---,100.00%,0.02%,0.84
000991,9.31,16.14%,2017-06-30,0.23%,99.77%,0.00%,9.08
000992,1.80,-0.61%,2017-06-30,4.35%,95.65%,0.00%,2.31
000993,5.34,-1.29%,2017-06-30,0.49%,99.51%,0.28%,6.73
000994,1.47,7.59%,2017-06-30,3.13%,96.87%,0.00%,1.83
000995,0.86,6.72%,2017-06-30,1.00%,99.00%,0.00%,1.08
000996,18.83,-12.23%,2017-06-30,0.14%,99.86%,0.00%,25.78
000997,0.56,-1.06%,2017-06-30,7.74%,92.26%,0.10%,0.87
000998,0.07,-1.45%,2017-06-30,0.81%,99.19%,0.00%,0.11
001000,19.29,12.00%,2017-06-30,10.12%,89.88%,0.01%,23.92
001001,6.48,0.68%,2017-06-30,7.70%,92.30%,0.11%,6.94
001003,3.19,0.39%,2017-06-30,0.98%,99.02%,0.07%,4.41
001004,3.55,0.72%,2017-06-30,2.07%,97.93%,0.00%,4.84
001005,0.40,11.56%,2017-06-30,1.72%,98.28%,0.19%,0.75
001006,8.12,3.83%,2017-06-30,13.36%,86.64%,0.00%,2.17
001007,1.44,6.44%,2017-06-30,63.57%,36.43%,0.00%,4.05
001008,22.69,23.44%,2017-06-30,17.17%,82.83%,0.01%,25.43
001009,9.18,4.97%,2017-06-30,0.29%,99.71%,0.00%,10.71
001010,333.52,4.11%,2017-06-30,13.28%,86.72%,0.01%,272.26
001011,6.96,1.64%,2017-06-30,20.91%,79.09%,0.05%,6.59
001013,5.28,1.38%,2017-06-30,1.85%,98.15%,0.15%,5.16
001014,0.99,0.51%,2017-06-30,89.83%,10.17%,0.58%,0.72
001015,3.35,15.11%,2017-06-30,24.12%,75.88%,0.33%,2.36
001016,1.09,14.52%,2017-06-30,0.01%,99.99%,0.01%,0.85
